sexe;enfant_conduite_accompagne;usage_vehicule;type_vehicule;est_rouge;age_vehicule;date_demande;etat_dossier;formule;tarif_devis;Id_Anonyme;Info Enfants;Revenus_Tranche
F;0;Private;z_SUV;no;10.0;29/02/2020 04:51;complet;dev_integral;338.35;4565;"""Non""";"""40_60k"""
M;0;Private;Van;no;20.0;05/04/2021 01:19;incomplet;dev_premium;420.34;4566;"""Non""";"""60k+"""
M;0;Commercial;Panel Truck;yes;1.0;06/08/2019 15:19;incomplet;dev_integral;316.52;4567;"""Non""";"""40_60k"""
M;1;Private;Van;no;18.0;04/09/2019 23:17;incomplet;dev_express;277.98;4568;"""Oui""";"""60k+"""
F;0;Private;Minivan;no;13.0;05/05/2021 09:18;incomplet;dev_premium;433.39;4569;"""Non""";"""60k+"""
F;0;Private;Minivan;no;15.0;14/03/2022 05:41;complet;dev_express;263.93;4570;"""Non""";"""60k+"""
M;0;Commercial;Sports Car;no;12.0;05/08/2021 00:21;complet;dev_express;263.48;4571;"""Non""";"""40_60k"""
F;0;Commercial;Panel Truck;yes;14.0;21/02/2021 02:05;complet;dev_integral;324.65;4572;"""Non""";Non renseigné
F;0;Private;Pickup;no;10.0;31/05/2022 13:57;complet;dev_premium;522.24;4573;"""Non""";"""20_40k"""
M;0;Commercial;Panel Truck;yes;9.0;30/06/2020 13:03;complet;dev_integral;322.71;4574;"""Non""";"""40_60k"""
F;0;Private;Pickup;yes;9.0;23/04/2019 16:47;complet;dev_integral;292.35;4575;"""Non""";"""20_40k"""
F;0;Private;z_SUV;no;12.0;20/09/2019 21:16;complet;dev_express;252.99;4576;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;7.0;10/05/2022 23:39;complet;dev_integral;332.65;4577;"""Non""";"""60k+"""
F;0;Commercial;Pickup;no;1.0;14/05/2022 00:58;complet;dev_express;253.61;4578;"""Oui""";"""20_40k"""
F;0;Private;z_SUV;no;13.0;05/11/2020 16:40;complet;dev_integral;329.51;4579;"""Non""";"""60k+"""
M;0;Private;Minivan;no;11.0;15/04/2022 03:30;incomplet;dev_integral;301.37;4580;"""Non""";"""60k+"""
F;0;Private;Minivan;yes;12.0;29/03/2019 05:08;complet;dev_express;265.14;4581;"""Non""";"""40_60k"""
M;0;Private;Minivan;yes;16.0;04/08/2019 01:04;complet;dev_express;271.29;4582;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;1.0;02/10/2019 19:56;complet;dev_express;260.45;4583;"""Non""";"""0-20k"""
F;0;Commercial;Van;no;12.0;07/05/2022 14:05;complet;dev_express;252.16;4584;"""Non""";"""60k+"""
F;0;Commercial;Pickup;yes;16.0;14/06/2020 08:48;complet;dev_integral;335.36;4585;"""Non""";"""60k+"""
M;0;Commercial;Pickup;yes;1.0;08/07/2019 01:47;complet;dev_express;263.75;4586;"""Oui""";"""20_40k"""
M;0;Private;Minivan;no;0.0;23/10/2019 20:16;complet;dev_integral;327.01;4587;"""Oui""";"""60k+"""
M;0;Private;Sports Car;no;15.0;20/10/2020 07:45;incomplet;dev_integral;303.88;4588;"""Non""";"""60k+"""
F;0;Commercial;z_SUV;no;9.0;15/01/2020 12:12;complet;dev_express;271.25;4589;"""Oui""";"""40_60k"""
M;0;Private;z_SUV;no;18.0;10/06/2021 14:31;complet;dev_express;263.57;4590;"""Non""";"""60k+"""
M;0;Commercial;Minivan;no;10.0;05/07/2019 05:50;complet;dev_express;282.56;4591;"""Oui""";"""0-20k"""
M;0;Commercial;Sports Car;no;1.0;09/09/2021 02:44;complet;dev_integral;286.44;4592;"""Non""";"""0-20k"""
M;0;Private;z_SUV;no;11.0;26/09/2019 06:25;incomplet;dev_express;266.13;4593;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;11.0;30/11/2021 13:20;complet;dev_express;280.01;4594;"""Non""";"""60k+"""
F;0;Private;Pickup;yes;1.0;17/05/2022 22:41;complet;dev_integral;329.41;4595;"""Non""";"""40_60k"""
M;0;Private;Sports Car;no;18.0;14/12/2019 19:01;complet;dev_premium;351.65;4596;"""Non""";"""20_40k"""
M;0;Commercial;Minivan;yes;8.0;17/03/2022 06:05;complet;dev_integral;298.3;4597;"""Non""";"""0-20k"""
F;0;Private;Sports Car;no;9.0;31/08/2021 08:49;complet;dev_integral;304.54;4598;"""Non""";"""60k+"""
M;0;Commercial;Pickup;no;1.0;02/03/2020 15:20;complet;dev_express;268.99;4599;"""Oui""";"""60k+"""
M;0;Commercial;Van;yes;1.0;08/06/2021 18:36;complet;dev_integral;320.44;4600;"""Non""";Non renseigné
F;0;Private;z_SUV;no;12.0;02/05/2020 16:19;incomplet;dev_premium;477.53;4601;"""Non""";"""60k+"""
M;0;Private;Minivan;yes;9.0;14/05/2019 14:28;complet;dev_express;251.44;4602;"""Oui""";"""60k+"""
F;0;Commercial;Van;yes;10.0;15/03/2022 03:25;complet;dev_premium;430.52;4603;"""Non""";"""60k+"""
M;0;Private;Van;no;19.0;24/08/2019 15:49;complet;dev_express;277.47;4604;"""Non""";"""60k+"""
M;1;Commercial;Minivan;no;8.0;13/10/2019 17:14;complet;dev_premium;400.41;4605;"""Oui""";"""60k+"""
F;0;Private;z_SUV;no;8.0;04/01/2020 19:20;complet;dev_express;279.48;4606;"""Non""";"""20_40k"""
F;1;Private;z_SUV;no;1.0;06/03/2021 07:04;complet;dev_integral;334.9;4607;"""Oui""";Non renseigné
M;1;Private;Sports Car;no;6.0;14/10/2021 18:16;incomplet;dev_express;278.88;4608;"""Oui""";"""0-20k"""
F;0;Private;Minivan;no;13.0;30/03/2022 17:24;complet;dev_express;272.23;4609;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;1.0;12/08/2021 23:28;complet;dev_premium;367.49;4610;"""Oui""";Non renseigné
F;0;Commercial;Pickup;no;;27/05/2021 23:00;complet;dev_premium;488.21;4611;"""Non""";"""60k+"""
F;0;Private;Pickup;no;1.0;14/04/2019 09:31;incomplet;dev_express;256.2;4612;"""Oui""";"""20_40k"""
M;0;Private;Minivan;yes;1.0;10/12/2020 09:25;complet;dev_express;283.97;4613;"""Non""";"""40_60k"""
M;0;Commercial;Van;no;15.0;06/08/2021 02:21;complet;dev_express;274.75;4614;"""Non""";"""60k+"""
F;0;Private;Sports Car;no;16.0;03/12/2020 14:24;complet;dev_express;250.18;4615;"""Oui""";"""60k+"""
F;0;Commercial;Van;no;13.0;15/02/2020 08:17;complet;dev_integral;318.35;4616;"""Non""";"""60k+"""
F;1;Private;z_SUV;no;14.0;21/02/2020 08:23;complet;dev_integral;332.43;4617;"""Oui""";"""20_40k"""
F;0;Private;Minivan;no;16.0;03/05/2020 08:29;complet;dev_integral;329.85;4618;"""Oui""";"""60k+"""
M;0;Private;Van;yes;20.0;27/08/2021 13:10;complet;dev_express;284.21;4619;"""Oui""";"""60k+"""
F;1;Commercial;Sports Car;no;12.0;31/05/2019 23:58;complet;dev_express;258.57;4620;"""Oui""";"""20_40k"""
F;0;Commercial;Sports Car;no;11.0;01/07/2019 13:51;incomplet;dev_express;255.56;4621;"""Non""";"""40_60k"""
M;0;Private;Pickup;no;4.0;24/01/2020 14:38;complet;dev_integral;339.72;4622;"""Oui""";"""20_40k"""
F;0;Private;z_SUV;no;16.0;24/02/2022 02:01;incomplet;dev_integral;305.46;4623;"""Non""";"""60k+"""
M;0;Private;Sports Car;no;12.0;09/04/2020 10:56;complet;dev_integral;282.39;4624;"""Non""";"""0-20k"""
F;0;Commercial;z_SUV;no;5.0;27/11/2021 04:06;incomplet;dev_express;265.63;4625;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;7.0;23/04/2021 18:52;complet;dev_integral;310.37;4626;"""Non""";"""20_40k"""
M;0;Commercial;Panel Truck;no;6.0;08/03/2020 23:31;complet;dev_integral;318.07;4627;"""Non""";"""60k+"""
M;0;Commercial;Minivan;yes;7.0;08/10/2019 14:08;complet;dev_premium;390.2;4628;"""Non""";"""0-20k"""
F;0;Private;Van;no;;19/09/2019 07:30;incomplet;dev_express;270.14;4629;"""Non""";"""60k+"""
F;0;Commercial;Pickup;no;1.0;27/05/2019 08:03;complet;dev_express;269.68;4630;"""Non""";"""20_40k"""
M;1;Commercial;z_SUV;no;1.0;30/03/2019 00:55;incomplet;dev_integral;328.83;4631;"""Oui""";Non renseigné
F;0;Private;z_SUV;no;1.0;21/01/2022 20:42;complet;dev_express;263.8;4632;"""Non""";"""60k+"""
F;0;Private;Sports Car;no;5.0;06/10/2021 23:24;incomplet;dev_express;250.07;4633;"""Oui""";"""0-20k"""
F;0;Private;z_SUV;no;11.0;20/03/2020 16:57;complet;dev_integral;305.82;4634;"""Non""";"""60k+"""
M;2;Commercial;Minivan;yes;1.0;30/03/2019 10:59;complet;dev_integral;281.47;4635;"""Oui""";"""60k+"""
F;0;Private;Minivan;no;8.0;20/11/2021 21:01;incomplet;dev_express;260.08;4636;"""Non""";"""60k+"""
M;0;Commercial;Panel Truck;yes;1.0;28/03/2020 20:42;complet;dev_integral;336.29;4637;"""Non""";"""0-20k"""
M;0;Private;Minivan;no;15.0;08/10/2021 06:22;complet;dev_premium;436.72;4638;"""Non""";"""60k+"""
F;0;Private;Sports Car;no;14.0;06/01/2022 23:17;incomplet;dev_express;257.02;4639;"""Non""";"""0-20k"""
M;0;Commercial;Van;no;21.0;29/06/2019 00:15;complet;dev_integral;337.78;4640;"""Non""";"""60k+"""
F;0;Commercial;Pickup;no;8.0;13/11/2020 16:14;complet;dev_express;262.23;4641;"""Non""";"""60k+"""
F;0;Private;Minivan;no;11.0;01/11/2019 00:21;complet;dev_integral;307.1;4642;"""Non""";"""40_60k"""
F;0;Commercial;Panel Truck;yes;5.0;24/08/2019 12:05;complet;dev_express;282.64;4643;"""Oui""";"""60k+"""
M;0;Private;Minivan;no;1.0;06/08/2021 15:01;complet;dev_integral;306.83;4644;"""Oui""";"""60k+"""
M;0;Commercial;Pickup;yes;8.0;28/09/2019 14:33;complet;dev_express;275.67;4645;"""Oui""";"""0-20k"""
M;0;Commercial;z_SUV;no;1.0;18/01/2022 19:29;complet;dev_express;259.98;4646;"""Oui""";"""0-20k"""
M;0;Private;z_SUV;no;14.0;03/03/2020 09:59;incomplet;dev_integral;320.0;4647;"""Non""";"""0-20k"""
F;0;Commercial;Minivan;yes;17.0;19/04/2022 21:43;complet;dev_integral;286.67;4648;"""Non""";"""0-20k"""
F;0;Private;Minivan;yes;1.0;26/12/2019 02:43;complet;dev_integral;335.08;4649;"""Non""";"""0-20k"""
M;0;Private;Van;yes;10.0;01/03/2022 03:51;incomplet;dev_integral;337.36;4650;"""Non""";"""60k+"""
M;0;Commercial;Minivan;no;8.0;19/07/2021 06:07;complet;dev_vip;625.6;4651;"""Non""";"""60k+"""
M;0;Private;Sports Car;no;7.0;11/11/2020 12:52;complet;dev_express;263.53;4652;"""Oui""";"""0-20k"""
M;0;Commercial;Panel Truck;yes;;21/05/2021 14:53;complet;dev_integral;314.27;4653;"""Non""";"""60k+"""
F;0;Commercial;Panel Truck;yes;11.0;03/12/2020 16:51;complet;dev_integral;329.04;4654;"""Oui""";"""0-20k"""
M;0;Private;Van;yes;9.0;24/08/2021 08:46;complet;dev_integral;339.38;4655;"""Non""";"""60k+"""
F;0;Private;Minivan;yes;;03/05/2020 08:19;complet;dev_premium;530.39;4656;"""Oui""";"""0-20k"""
F;0;Private;Sports Car;no;;21/04/2020 14:31;incomplet;dev_integral;289.64;4657;"""Non""";"""0-20k"""
M;0;Commercial;z_SUV;no;1.0;02/11/2020 05:57;incomplet;dev_premium;391.74;4658;"""Oui""";"""40_60k"""
M;0;Commercial;Pickup;no;1.0;22/07/2020 17:35;complet;dev_express;272.18;4659;"""Oui""";"""60k+"""
F;0;Commercial;Pickup;yes;1.0;19/11/2019 18:33;complet;dev_integral;335.59;4660;"""Non""";"""0-20k"""
M;0;Private;z_SUV;no;16.0;02/10/2019 10:18;complet;dev_integral;316.19;4661;"""Non""";"""0-20k"""
F;0;Private;Minivan;no;24.0;20/09/2021 13:11;complet;dev_integral;285.26;4662;"""Non""";"""40_60k"""
F;0;Commercial;Van;yes;14.0;13/12/2020 08:10;complet;dev_integral;325.17;4663;"""Non""";"""60k+"""
M;0;Commercial;Panel Truck;no;12.0;19/01/2021 01:15;incomplet;dev_express;280.99;4664;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;6.0;31/03/2021 00:29;complet;dev_express;279.39;4665;"""Non""";"""0-20k"""
M;0;Commercial;Pickup;yes;11.0;20/11/2021 23:29;complet;dev_vip;644.56;4666;"""Oui""";"""40_60k"""
F;0;Commercial;z_SUV;no;12.0;04/05/2019 15:56;complet;dev_integral;323.72;4667;"""Non""";"""60k+"""
M;0;Commercial;Pickup;yes;7.0;18/05/2022 13:33;complet;dev_premium;372.34;4668;"""Non""";"""20_40k"""
F;2;Private;Minivan;yes;6.0;19/06/2021 21:34;incomplet;dev_integral;292.08;4669;"""Oui""";"""20_40k"""
F;0;Commercial;z_SUV;no;1.0;14/11/2021 19:47;complet;dev_express;283.16;4670;"""Oui""";"""40_60k"""
M;0;Commercial;Panel Truck;yes;7.0;08/06/2020 17:06;complet;dev_premium;326.94;4671;"""Oui""";"""60k+"""
F;1;Commercial;Van;no;8.0;28/06/2020 13:06;complet;dev_premium;526.53;4672;"""Oui""";"""60k+"""
M;0;Commercial;Panel Truck;no;1.0;01/12/2021 10:19;complet;dev_express;279.21;4673;"""Non""";"""60k+"""
F;0;Commercial;Pickup;no;12.0;15/09/2021 16:34;complet;dev_express;273.36;4674;"""Oui""";"""60k+"""
M;0;Commercial;Panel Truck;yes;8.0;06/02/2020 22:31;complet;dev_integral;311.11;4675;"""Non""";"""60k+"""
F;0;Private;Minivan;no;1.0;10/01/2020 07:11;complet;dev_integral;311.9;4676;"""Non""";"""20_40k"""
F;1;Commercial;Minivan;yes;;28/08/2021 16:32;complet;dev_integral;297.85;4677;"""Oui""";"""20_40k"""
M;0;Private;Minivan;no;21.0;04/04/2022 15:50;complet;dev_express;268.0;4678;"""Non""";"""60k+"""
F;0;Commercial;Panel Truck;no;1.0;22/03/2021 22:14;complet;dev_integral;283.23;4679;"""Non""";"""40_60k"""
F;0;Private;Minivan;yes;1.0;12/09/2021 09:12;incomplet;dev_integral;326.62;4680;"""Oui""";"""20_40k"""
M;0;Private;Minivan;yes;8.0;25/03/2022 07:11;complet;dev_integral;319.24;4681;"""Oui""";"""60k+"""
F;0;Commercial;Minivan;no;1.0;23/03/2022 12:28;complet;dev_integral;282.89;4682;"""Oui""";"""60k+"""
M;0;Commercial;Panel Truck;yes;1.0;29/10/2021 14:51;complet;dev_premium;346.03;4683;"""Non""";"""60k+"""
F;0;Commercial;Van;no;10.0;18/11/2020 20:53;complet;dev_integral;285.85;4684;"""Non""";"""40_60k"""
F;0;Private;Sports Car;no;10.0;11/08/2021 12:33;complet;dev_express;250.6;4685;"""Oui""";"""40_60k"""
F;0;Private;Minivan;yes;6.0;26/07/2019 20:39;complet;dev_express;284.43;4686;"""Non""";"""20_40k"""
M;0;Private;Minivan;yes;7.0;10/03/2022 12:22;incomplet;dev_integral;303.01;4687;"""Non""";"""40_60k"""
M;0;Private;Sports Car;no;11.0;05/12/2021 20:38;complet;dev_premium;437.19;4688;"""Non""";"""60k+"""
F;0;Commercial;Panel Truck;no;;20/06/2019 17:16;complet;dev_integral;324.18;4689;"""Non""";"""40_60k"""
F;0;Private;Van;no;1.0;04/03/2021 06:26;incomplet;dev_integral;334.82;4690;"""Non""";"""0-20k"""
F;0;Private;Sports Car;no;6.0;09/01/2020 03:03;complet;dev_integral;331.7;4691;"""Oui""";"""0-20k"""
F;0;Private;Sports Car;no;15.0;02/01/2022 23:05;incomplet;dev_express;261.59;4692;"""Non""";"""0-20k"""
F;0;Commercial;Van;no;15.0;05/10/2019 02:44;complet;dev_express;251.32;4693;"""Non""";"""60k+"""
M;0;Private;Minivan;no;9.0;05/01/2020 22:50;complet;dev_premium;452.65;4694;"""Non""";"""20_40k"""
M;1;Private;Sports Car;no;8.0;02/07/2020 15:58;complet;dev_integral;291.38;4695;"""Oui""";"""0-20k"""
F;0;Private;Minivan;no;;17/05/2019 22:20;complet;dev_express;261.31;4696;"""Non""";"""0-20k"""
F;2;Private;z_SUV;no;1.0;17/12/2019 03:57;incomplet;dev_express;265.35;4697;"""Oui""";Non renseigné
F;0;Private;Minivan;yes;10.0;10/10/2020 21:07;incomplet;dev_integral;330.75;4698;"""Oui""";"""40_60k"""
F;0;Private;Sports Car;no;6.0;27/12/2020 20:34;complet;dev_express;254.58;4699;"""Oui""";"""0-20k"""
M;0;Private;Sports Car;no;20.0;29/08/2019 13:19;complet;dev_express;269.62;4700;"""Non""";"""0-20k"""
M;0;Private;Sports Car;no;12.0;07/12/2019 00:10;complet;dev_express;269.62;4701;"""Oui""";Non renseigné
M;0;Commercial;z_SUV;no;1.0;16/05/2020 02:04;complet;dev_integral;286.61;4702;"""Non""";"""40_60k"""
F;0;Commercial;Panel Truck;yes;11.0;25/03/2022 13:33;complet;dev_express;275.68;4703;"""Non""";"""60k+"""
M;0;Commercial;Sports Car;no;8.0;17/11/2019 15:02;complet;dev_integral;301.25;4704;"""Non""";"""60k+"""
M;0;Private;Sports Car;no;10.0;27/10/2019 08:02;complet;dev_premium;343.32;4705;"""Non""";"""40_60k"""
M;0;Private;Pickup;no;1.0;06/09/2020 04:32;complet;dev_integral;297.22;4706;"""Non""";"""60k+"""
M;0;Private;Minivan;no;1.0;15/09/2020 07:48;complet;dev_integral;305.26;4707;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;;13/08/2020 14:10;complet;dev_integral;310.24;4708;"""Non""";"""0-20k"""
M;0;Commercial;Pickup;no;9.0;29/12/2021 20:11;complet;dev_integral;307.49;4709;"""Oui""";"""60k+"""
M;0;Private;Minivan;yes;22.0;23/02/2022 20:23;complet;dev_integral;334.94;4710;"""Non""";Non renseigné
F;1;Private;Minivan;yes;12.0;11/08/2019 21:15;complet;dev_premium;380.24;4711;"""Oui""";"""40_60k"""
M;0;Private;Minivan;yes;9.0;11/07/2020 14:13;complet;dev_premium;391.65;4712;"""Non""";"""60k+"""
M;0;Commercial;Pickup;yes;12.0;11/04/2021 09:52;complet;dev_integral;287.32;4713;"""Non""";"""40_60k"""
F;0;Private;Minivan;yes;9.0;06/10/2020 21:33;complet;dev_integral;297.77;4714;"""Non""";"""20_40k"""
F;0;Commercial;z_SUV;no;10.0;08/04/2022 12:44;complet;dev_premium;517.07;4715;"""Non""";"""60k+"""
F;0;Private;Minivan;no;1.0;11/03/2020 06:32;complet;dev_premium;449.05;4716;"""Non""";"""20_40k"""
F;0;Commercial;Panel Truck;yes;10.0;09/09/2021 14:20;complet;dev_premium;357.1;4717;"""Non""";"""0-20k"""
F;0;Private;z_SUV;no;;09/02/2021 08:13;complet;dev_express;253.48;4718;"""Oui""";"""0-20k"""
M;0;Commercial;Panel Truck;yes;10.0;30/07/2020 05:45;complet;dev_express;276.42;4719;"""Non""";"""60k+"""
F;2;Commercial;Van;no;7.0;28/12/2019 12:30;complet;dev_integral;313.35;4720;"""Oui""";Non renseigné
F;0;Commercial;z_SUV;no;6.0;12/03/2021 02:25;complet;dev_premium;373.84;4721;"""Non""";"""40_60k"""
M;0;Private;Minivan;no;;25/02/2022 05:54;complet;dev_integral;336.76;4722;"""Non""";"""40_60k"""
F;0;Private;z_SUV;no;8.0;07/02/2022 00:44;complet;dev_integral;285.04;4723;"""Non""";"""20_40k"""
M;0;Private;z_SUV;no;7.0;26/02/2021 01:13;complet;dev_express;281.2;4724;"""Non""";"""60k+"""
F;0;Commercial;Sports Car;no;1.0;17/03/2021 09:27;complet;dev_premium;474.85;4725;"""Oui""";"""0-20k"""
M;0;Commercial;Sports Car;no;5.0;09/07/2019 15:24;complet;dev_integral;327.21;4726;"""Oui""";"""40_60k"""
M;0;Commercial;Pickup;yes;1.0;19/02/2020 20:47;complet;dev_express;266.64;4727;"""Non""";"""20_40k"""
M;0;Private;Pickup;yes;8.0;20/12/2019 07:54;complet;dev_premium;498.14;4728;"""Non""";"""40_60k"""
M;1;Commercial;Minivan;no;4.0;01/04/2022 01:13;complet;dev_integral;315.15;4729;"""Oui""";"""0-20k"""
F;0;Commercial;Van;yes;1.0;03/09/2019 10:33;complet;dev_express;252.27;4730;"""Non""";"""60k+"""
M;0;Commercial;Panel Truck;no;18.0;02/10/2021 07:28;complet;dev_integral;300.7;4731;"""Non""";"""60k+"""
F;1;Commercial;Panel Truck;yes;5.0;16/02/2022 02:33;incomplet;dev_integral;299.95;4732;"""Oui""";"""40_60k"""
M;0;Private;Minivan;no;12.0;20/12/2019 11:28;complet;dev_express;275.21;4733;"""Oui""";"""60k+"""
F;0;Commercial;Pickup;no;1.0;19/02/2022 02:32;incomplet;dev_integral;301.01;4734;"""Non""";"""0-20k"""
M;0;Private;Sports Car;no;;29/04/2020 10:48;incomplet;dev_integral;304.64;4735;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;15.0;17/09/2019 12:08;complet;dev_premium;400.96;4736;"""Non""";"""60k+"""
M;0;Private;Minivan;no;;25/05/2022 18:59;complet;dev_express;269.36;4737;"""Non""";"""60k+"""
F;1;Private;z_SUV;no;19.0;30/07/2020 13:45;incomplet;dev_express;269.24;4738;"""Oui""";"""60k+"""
M;0;Commercial;Panel Truck;yes;21.0;02/08/2019 04:36;complet;dev_express;282.01;4739;"""Non""";"""60k+"""
M;0;Commercial;Van;yes;1.0;03/08/2021 10:46;complet;dev_integral;320.27;4740;"""Non""";"""0-20k"""
F;0;Private;Pickup;no;1.0;08/05/2020 05:39;complet;dev_express;284.66;4741;"""Non""";"""0-20k"""
M;0;Private;Sports Car;no;1.0;07/09/2020 22:44;complet;dev_integral;316.36;4742;"""Non""";"""0-20k"""
F;0;Private;z_SUV;no;7.0;21/04/2022 16:29;complet;dev_express;261.39;4743;"""Non""";"""20_40k"""
F;0;Private;Minivan;yes;1.0;31/05/2022 05:19;complet;dev_premium;341.99;4744;"""Non""";"""20_40k"""
M;0;Commercial;Pickup;no;1.0;19/02/2022 08:11;complet;dev_express;271.28;4745;"""Non""";Non renseigné
F;4;Private;z_SUV;no;6.0;23/05/2022 14:29;complet;dev_integral;332.42;4746;"""Oui""";"""40_60k"""
M;0;Private;Minivan;yes;1.0;19/01/2021 14:07;complet;dev_premium;474.98;4747;"""Non""";"""40_60k"""
M;0;Commercial;Pickup;no;4.0;24/02/2022 11:57;complet;dev_integral;322.96;4748;"""Oui""";"""60k+"""
M;0;Private;Pickup;yes;4.0;24/10/2019 21:45;complet;dev_integral;285.66;4749;"""Oui""";"""20_40k"""
F;0;Private;z_SUV;no;1.0;31/03/2019 12:07;complet;dev_integral;310.36;4750;"""Non""";"""60k+"""
M;0;Commercial;z_SUV;no;1.0;17/02/2021 21:47;complet;dev_premium;374.54;4751;"""Non""";"""60k+"""
F;2;Private;z_SUV;no;1.0;20/04/2021 01:21;incomplet;dev_premium;430.97;4752;"""Oui""";"""0-20k"""
F;1;Commercial;Pickup;no;12.0;31/05/2021 15:38;complet;dev_express;270.89;4753;"""Oui""";"""60k+"""
M;0;Commercial;Minivan;yes;1.0;19/06/2020 14:21;complet;dev_express;276.5;4754;"""Non""";"""40_60k"""
F;0;Private;Minivan;no;5.0;19/04/2021 11:16;complet;dev_integral;329.47;4755;"""Non""";"""40_60k"""
F;0;Commercial;Pickup;yes;13.0;11/09/2021 06:00;complet;dev_express;251.91;4756;"""Non""";"""40_60k"""
F;2;Commercial;Pickup;yes;6.0;07/05/2019 03:48;complet;dev_integral;303.73;4757;"""Oui""";"""40_60k"""
M;0;Private;Sports Car;no;11.0;21/05/2019 15:47;complet;dev_integral;297.11;4758;"""Non""";"""20_40k"""
M;0;Private;Sports Car;no;16.0;09/06/2019 18:07;complet;dev_integral;281.17;4759;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;1.0;18/07/2019 19:24;complet;dev_express;284.65;4760;"""Oui""";Non renseigné
M;0;Private;Minivan;yes;12.0;25/11/2020 06:31;complet;dev_integral;296.37;4761;"""Non""";"""20_40k"""
M;0;Private;Van;no;1.0;21/01/2021 02:59;complet;dev_express;260.97;4762;"""Non""";"""40_60k"""
M;0;Private;Minivan;no;17.0;12/09/2020 00:13;complet;dev_integral;284.19;4763;"""Non""";"""60k+"""
F;0;Commercial;Minivan;no;6.0;15/10/2020 09:40;incomplet;dev_integral;326.57;4764;"""Non""";"""60k+"""
M;0;Private;Minivan;no;19.0;06/04/2020 10:15;complet;dev_integral;297.98;4765;"""Non""";"""60k+"""
M;2;Private;Minivan;no;8.0;14/12/2020 08:26;complet;dev_integral;315.8;4766;"""Oui""";"""20_40k"""
F;0;Commercial;Van;no;10.0;26/01/2020 10:53;complet;dev_premium;517.83;4767;"""Non""";"""40_60k"""
M;0;Commercial;Minivan;yes;;26/08/2020 07:02;complet;dev_express;283.21;4768;"""Oui""";"""60k+"""
F;0;Private;Minivan;yes;14.0;05/03/2021 04:34;complet;dev_integral;329.86;4769;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;13.0;01/06/2019 06:38;complet;dev_integral;339.93;4770;"""Non""";"""60k+"""
M;0;Private;Minivan;no;17.0;07/05/2020 04:48;complet;dev_integral;286.85;4771;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;1.0;26/05/2021 00:35;incomplet;dev_integral;281.99;4772;"""Non""";"""0-20k"""
F;0;Commercial;Pickup;no;7.0;27/07/2020 05:50;complet;dev_integral;308.26;4773;"""Non""";"""0-20k"""
M;0;Commercial;Pickup;yes;7.0;05/07/2021 13:06;complet;dev_express;251.59;4774;"""Non""";"""40_60k"""
M;0;Private;Sports Car;no;;28/05/2022 16:47;complet;dev_express;277.92;4775;"""Oui""";"""40_60k"""
F;0;Private;z_SUV;no;14.0;28/04/2020 11:46;complet;dev_integral;336.5;4776;"""Non""";Non renseigné
F;0;Private;z_SUV;no;;16/03/2021 21:01;complet;dev_integral;286.12;4777;"""Oui""";"""0-20k"""
F;0;Private;Minivan;no;9.0;18/05/2022 20:48;complet;dev_express;251.69;4778;"""Non""";"""20_40k"""
M;0;Commercial;Pickup;yes;1.0;08/10/2019 02:51;complet;dev_express;263.57;4779;"""Non""";"""0-20k"""
M;3;Commercial;Pickup;no;13.0;26/09/2020 00:51;complet;dev_express;271.52;4780;"""Oui""";"""0-20k"""
M;0;Commercial;Pickup;no;;16/10/2019 18:36;incomplet;dev_integral;336.5;4781;"""Oui""";"""40_60k"""
M;0;Commercial;Van;yes;10.0;23/12/2020 16:33;complet;dev_express;254.3;4782;"""Oui""";"""0-20k"""
